LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
CAN,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2020,27.299822,
CZE,EDUADULT,TRY_MEN,PC_25_64,A,2016,21.909687,
CZE,EDUADULT,TRY_MEN,PC_25_64,A,2017,22.416576,
CZE,EDUADULT,TRY_MEN,PC_25_64,A,2018,22.450584,
CZE,EDUADULT,TRY_MEN,PC_25_64,A,2019,22.383299,
CZE,EDUADULT,TRY_MEN,PC_25_64,A,2020,22.470652,
CZE,EDUADULT,TRY_WOMEN,PC_25_64,A,2016,24.062445,
CZE,EDUADULT,TRY_WOMEN,PC_25_64,A,2017,25.483604,
CZE,EDUADULT,TRY_WOMEN,PC_25_64,A,2018,26.133144,
CZE,EDUADULT,TRY_WOMEN,PC_25_64,A,2019,26.108458,
CZE,EDUADULT,TRY_WOMEN,PC_25_64,A,2020,27.334427,
CZE,EDUADULT,UPPSRY_MEN,PC_25_64,A,2016,73.080116,
CZE,EDUADULT,UPPSRY_MEN,PC_25_64,A,2017,72.735123,
CZE,EDUADULT,UPPSRY_MEN,PC_25_64,A,2018,72.602074,
CZE,EDUADULT,UPPSRY_MEN,PC_25_64,A,2019,72.427505,
CZE,EDUADULT,UPPSRY_MEN,PC_25_64,A,2020,72.291992,
CZE,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2016,67.758606,
CZE,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2017,66.911522,
CZE,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2018,66.496178,
CZE,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2019,66.546837,
CZE,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2020,65.980049,
DNK,EDUADULT,TRY_MEN,PC_25_64,A,2016,33.078484,
DNK,EDUADULT,TRY_MEN,PC_25_64,A,2017,33.517536,
DNK,EDUADULT,TRY_MEN,PC_25_64,A,2018,33.794849,
DNK,EDUADULT,TRY_MEN,PC_25_64,A,2019,34.907452,
DNK,EDUADULT,TRY_WOMEN,PC_25_64,A,2016,42.522121,
DNK,EDUADULT,TRY_WOMEN,PC_25_64,A,2017,44.316708,
DNK,EDUADULT,TRY_WOMEN,PC_25_64,A,2018,45.166317,
DNK,EDUADULT,TRY_WOMEN,PC_25_64,A,2019,45.869457,
DNK,EDUADULT,UPPSRY_MEN,PC_25_64,A,2016,45.757957,
DNK,EDUADULT,UPPSRY_MEN,PC_25_64,A,2017,45.575832,
DNK,EDUADULT,UPPSRY_MEN,PC_25_64,A,2018,45.018398,
DNK,EDUADULT,UPPSRY_MEN,PC_25_64,A,2019,44.831509,
DNK,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2016,39.210312,
DNK,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2017,38.504265,
DNK,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2018,38.164898,
DNK,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2019,37.594078,
FIN,EDUADULT,TRY_MEN,PC_25_64,A,2016,36.531628,
FIN,EDUADULT,TRY_MEN,PC_25_64,A,2017,36.63578,
FIN,EDUADULT,TRY_MEN,PC_25_64,A,2018,37.464184,
FIN,EDUADULT,TRY_MEN,PC_25_64,A,2019,38.580463,
FIN,EDUADULT,TRY_MEN,PC_25_64,A,2020,39.971851,
FIN,EDUADULT,TRY_WOMEN,PC_25_64,A,2016,50.7971,
FIN,EDUADULT,TRY_WOMEN,PC_25_64,A,2017,52.151714,
FIN,EDUADULT,TRY_WOMEN,PC_25_64,A,2018,53.070175,
FIN,EDUADULT,TRY_WOMEN,PC_25_64,A,2019,53.511948,
FIN,EDUADULT,TRY_WOMEN,PC_25_64,A,2020,56.023224,
FIN,EDUADULT,UPPSRY_MEN,PC_25_64,A,2016,48.827293,
FIN,EDUADULT,UPPSRY_MEN,PC_25_64,A,2017,48.396294,
FIN,EDUADULT,UPPSRY_MEN,PC_25_64,A,2018,48.997135,
FIN,EDUADULT,UPPSRY_MEN,PC_25_64,A,2019,49.332397,
FIN,EDUADULT,UPPSRY_MEN,PC_25_64,A,2020,48.979591,
FIN,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2016,39.710144,
FIN,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2017,39.095551,
FIN,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2018,38.66959,
FIN,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2019,39.174511,
FIN,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2020,37.518143,
FRA,EDUADULT,TRY_MEN,PC_25_64,A,2016,32.173527,
FRA,EDUADULT,TRY_MEN,PC_25_64,A,2017,32.766411,
FRA,EDUADULT,TRY_MEN,PC_25_64,A,2018,34.210983,
FRA,EDUADULT,TRY_MEN,PC_25_64,A,2019,35.105602,
FRA,EDUADULT,TRY_MEN,PC_25_64,A,2020,36.732967,
FRA,EDUADULT,TRY_WOMEN,PC_25_64,A,2016,36.876068,
FRA,EDUADULT,TRY_WOMEN,PC_25_64,A,2017,37.543358,
FRA,EDUADULT,TRY_WOMEN,PC_25_64,A,2018,39.442608,
FRA,EDUADULT,TRY_WOMEN,PC_25_64,A,2019,40.550228,
FRA,EDUADULT,TRY_WOMEN,PC_25_64,A,2020,42.535744,
FRA,EDUADULT,UPPSRY_MEN,PC_25_64,A,2016,46.547363,
FRA,EDUADULT,UPPSRY_MEN,PC_25_64,A,2017,46.260525,
FRA,EDUADULT,UPPSRY_MEN,PC_25_64,A,2018,45.541195,
FRA,EDUADULT,UPPSRY_MEN,PC_25_64,A,2019,45.21743,
FRA,EDUADULT,UPPSRY_MEN,PC_25_64,A,2020,44.542114,
FRA,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2016,40.648956,
FRA,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2017,40.230385,
FRA,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2018,39.545807,
FRA,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2019,39.997059,
FRA,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2020,39.156013,
DEU,EDUADULT,TRY_MEN,PC_25_64,A,2016,31.311701,
DEU,EDUADULT,TRY_MEN,PC_25_64,A,2017,31.383993,
DEU,EDUADULT,TRY_MEN,PC_25_64,A,2018,31.651323,
DEU,EDUADULT,TRY_MEN,PC_25_64,A,2019,32.452259,
DEU,EDUADULT,TRY_MEN,PC_25_64,A,2020,33.50206,
DEU,EDUADULT,TRY_WOMEN,PC_25_64,A,2016,25.228304,
DEU,EDUADULT,TRY_WOMEN,PC_25_64,A,2017,25.732599,
DEU,EDUADULT,TRY_WOMEN,PC_25_64,A,2018,26.440598,
DEU,EDUADULT,TRY_WOMEN,PC_25_64,A,2019,27.315199,
DEU,EDUADULT,TRY_WOMEN,PC_25_64,A,2020,28.971186,
DEU,EDUADULT,UPPSRY_MEN,PC_25_64,A,2016,56.559963,
DEU,EDUADULT,UPPSRY_MEN,PC_25_64,A,2017,56.267902,
DEU,EDUADULT,UPPSRY_MEN,PC_25_64,A,2018,56.017559,
DEU,EDUADULT,UPPSRY_MEN,PC_25_64,A,2019,55.205658,
DEU,EDUADULT,UPPSRY_MEN,PC_25_64,A,2020,53.128033,
DEU,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2016,59.832939,
DEU,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2017,59.638489,
DEU,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2018,59.226143,
DEU,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2019,58.459927,
DEU,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2020,56.600643,
GRC,EDUADULT,TRY_MEN,PC_25_64,A,2016,28.513227,
GRC,EDUADULT,TRY_MEN,PC_25_64,A,2017,29.305016,
GRC,EDUADULT,TRY_MEN,PC_25_64,A,2018,30.345835,
GRC,EDUADULT,TRY_MEN,PC_25_64,A,2019,30.177259,
GRC,EDUADULT,TRY_MEN,PC_25_64,A,2020,30.939407,
GRC,EDUADULT,TRY_WOMEN,PC_25_64,A,2016,31.91032,
GRC,EDUADULT,TRY_WOMEN,PC_25_64,A,2017,32.712036,
GRC,EDUADULT,TRY_WOMEN,PC_25_64,A,2018,33.103279,
GRC,EDUADULT,TRY_WOMEN,PC_25_64,A,2019,33.565025,
GRC,EDUADULT,TRY_WOMEN,PC_25_64,A,2020,34.508327,
GRC,EDUADULT,UPPSRY_MEN,PC_25_64,A,2016,41.525116,
GRC,EDUADULT,UPPSRY_MEN,PC_25_64,A,2017,42.195286,
GRC,EDUADULT,UPPSRY_MEN,PC_25_64,A,2018,42.075829,
GRC,EDUADULT,UPPSRY_MEN,PC_25_64,A,2019,42.288982,
GRC,EDUADULT,UPPSRY_MEN,PC_25_64,A,2020,44.110073,
GRC,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2016,41.314632,
GRC,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2017,41.17979,
GRC,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2018,41.193134,
GRC,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2019,41.848072,
GRC,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2020,43.204212,
HUN,EDUADULT,TRY_MEN,PC_25_64,A,2016,20.482416,
HUN,EDUADULT,TRY_MEN,PC_25_64,A,2017,21.013105,
HUN,EDUADULT,TRY_MEN,PC_25_64,A,2018,21.622774,
HUN,EDUADULT,TRY_MEN,PC_25_64,A,2019,21.608421,
HUN,EDUADULT,TRY_MEN,PC_25_64,A,2020,23.023033,
HUN,EDUADULT,TRY_WOMEN,PC_25_64,A,2016,26.829664,
HUN,EDUADULT,TRY_WOMEN,PC_25_64,A,2017,26.998577,
HUN,EDUADULT,TRY_WOMEN,PC_25_64,A,2018,28.486479,
HUN,EDUADULT,TRY_WOMEN,PC_25_64,A,2019,30.266064,
HUN,EDUADULT,TRY_WOMEN,PC_25_64,A,2020,31.325165,
HUN,EDUADULT,UPPSRY_MEN,PC_25_64,A,2016,64.722328,
HUN,EDUADULT,UPPSRY_MEN,PC_25_64,A,2017,64.980949,
HUN,EDUADULT,UPPSRY_MEN,PC_25_64,A,2018,64.807388,
HUN,EDUADULT,UPPSRY_MEN,PC_25_64,A,2019,64.737663,
HUN,EDUADULT,UPPSRY_MEN,PC_25_64,A,2020,63.895607,
HUN,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2016,54.755527,
HUN,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2017,55.122253,
HUN,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2018,54.848988,
HUN,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2019,53.362923,
HUN,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2020,52.921982,
ISL,EDUADULT,TRY_MEN,PC_25_64,A,2016,30.602186,
ISL,EDUADULT,TRY_MEN,PC_25_64,A,2017,31.717388,
ISL,EDUADULT,TRY_MEN,PC_25_64,A,2018,32.074547,
ISL,EDUADULT,TRY_MEN,PC_25_64,A,2019,33.440773,
ISL,EDUADULT,TRY_MEN,PC_25_64,A,2020,34.268604,
ISL,EDUADULT,TRY_WOMEN,PC_25_64,A,2016,45.789558,
ISL,EDUADULT,TRY_WOMEN,PC_25_64,A,2017,46.737587,
ISL,EDUADULT,TRY_WOMEN,PC_25_64,A,2018,49.068707,
ISL,EDUADULT,TRY_WOMEN,PC_25_64,A,2019,49.074215,
ISL,EDUADULT,TRY_WOMEN,PC_25_64,A,2020,47.555538,
ISL,EDUADULT,UPPSRY_MEN,PC_25_64,A,2016,45.597427,
ISL,EDUADULT,UPPSRY_MEN,PC_25_64,A,2017,42.871372,
ISL,EDUADULT,UPPSRY_MEN,PC_25_64,A,2018,41.857006,
ISL,EDUADULT,UPPSRY_MEN,PC_25_64,A,2019,40.531944,
ISL,EDUADULT,UPPSRY_MEN,PC_25_64,A,2020,39.885548,
ISL,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2016,31.232513,
ISL,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2017,28.269289,
ISL,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2018,28.194933,
ISL,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2019,28.992723,
ISL,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2020,30.26265,
IRL,EDUADULT,TRY_MEN,PC_25_64,A,2016,40.381546,
IRL,EDUADULT,TRY_MEN,PC_25_64,A,2017,42.223335,
IRL,EDUADULT,TRY_MEN,PC_25_64,A,2018,43.093826,
IRL,EDUADULT,TRY_MEN,PC_25_64,A,2019,43.519436,
IRL,EDUADULT,TRY_MEN,PC_25_64,A,2020,46.339973,
IRL,EDUADULT,TRY_WOMEN,PC_25_64,A,2016,49.641514,
IRL,EDUADULT,TRY_WOMEN,PC_25_64,A,2017,48.972515,
IRL,EDUADULT,TRY_WOMEN,PC_25_64,A,2018,50.639732,
IRL,EDUADULT,TRY_WOMEN,PC_25_64,A,2019,50.969276,
IRL,EDUADULT,TRY_WOMEN,PC_25_64,A,2020,53.423771,
IRL,EDUADULT,UPPSRY_MEN,PC_25_64,A,2016,38.30658,
IRL,EDUADULT,UPPSRY_MEN,PC_25_64,A,2017,36.631069,
IRL,EDUADULT,UPPSRY_MEN,PC_25_64,A,2018,37.074486,
IRL,EDUADULT,UPPSRY_MEN,PC_25_64,A,2019,37.466496,
IRL,EDUADULT,UPPSRY_MEN,PC_25_64,A,2020,36.538029,
IRL,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2016,34.922569,
IRL,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2017,36.072002,
IRL,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2018,35.434101,
IRL,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2019,35.270782,
IRL,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2020,34.593945,
ITA,EDUADULT,TRY_MEN,PC_25_64,A,2016,15.286468,
ITA,EDUADULT,TRY_MEN,PC_25_64,A,2017,15.805677,
ITA,EDUADULT,TRY_MEN,PC_25_64,A,2018,16.485533,
ITA,EDUADULT,TRY_MEN,PC_25_64,A,2019,16.759705,
ITA,EDUADULT,TRY_MEN,PC_25_64,A,2020,17.197281,
ITA,EDUADULT,TRY_WOMEN,PC_25_64,A,2016,20.106771,
ITA,EDUADULT,TRY_WOMEN,PC_25_64,A,2017,21.47291,
ITA,EDUADULT,TRY_WOMEN,PC_25_64,A,2018,22.10359,
ITA,EDUADULT,TRY_WOMEN,PC_25_64,A,2019,22.444851,
ITA,EDUADULT,TRY_WOMEN,PC_25_64,A,2020,23.014601,
ITA,EDUADULT,UPPSRY_MEN,PC_25_64,A,2016,42.792294,
ITA,EDUADULT,UPPSRY_MEN,PC_25_64,A,2017,42.959179,
ITA,EDUADULT,UPPSRY_MEN,PC_25_64,A,2018,43.170307,
ITA,EDUADULT,UPPSRY_MEN,PC_25_64,A,2019,43.0522,
ITA,EDUADULT,UPPSRY_MEN,PC_25_64,A,2020,43.339577,
ITA,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2016,42.055065,
ITA,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2017,41.547642,
ITA,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2018,41.692581,
ITA,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2019,42.018707,
ITA,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2020,42.124828,
JPN,EDUADULT,TRY_MEN,PC_25_64,A,2016,50.335358,
JPN,EDUADULT,TRY_MEN,PC_25_64,A,2017,50.736706,
JPN,EDUADULT,TRY_MEN,PC_25_64,A,2018,51.028938,
JPN,EDUADULT,TRY_MEN,PC_25_64,A,2019,51.473923,
JPN,EDUADULT,TRY_WOMEN,PC_25_64,A,2016,50.659801,
JPN,EDUADULT,TRY_WOMEN,PC_25_64,A,2017,52.151409,
JPN,EDUADULT,TRY_WOMEN,PC_25_64,A,2018,52.841282,
JPN,EDUADULT,TRY_WOMEN,PC_25_64,A,2019,53.901878,
KOR,EDUADULT,TRY_MEN,PC_25_64,A,2016,50.185818,
KOR,EDUADULT,TRY_MEN,PC_25_64,A,2017,50.974545,
KOR,EDUADULT,TRY_MEN,PC_25_64,A,2018,51.760632,
KOR,EDUADULT,TRY_MEN,PC_25_64,A,2019,52.340191,
KOR,EDUADULT,TRY_MEN,PC_25_64,A,2020,52.80695,
KOR,EDUADULT,TRY_WOMEN,PC_25_64,A,2016,43.001148,
KOR,EDUADULT,TRY_WOMEN,PC_25_64,A,2017,44.414146,
KOR,EDUADULT,TRY_WOMEN,PC_25_64,A,2018,46.163258,
KOR,EDUADULT,TRY_WOMEN,PC_25_64,A,2019,47.635471,
KOR,EDUADULT,TRY_WOMEN,PC_25_64,A,2020,48.524532,
KOR,EDUADULT,UPPSRY_MEN,PC_25_64,A,2016,39.495762,
KOR,EDUADULT,UPPSRY_MEN,PC_25_64,A,2017,39.374939,
KOR,EDUADULT,UPPSRY_MEN,PC_25_64,A,2018,38.98774,
KOR,EDUADULT,UPPSRY_MEN,PC_25_64,A,2019,38.703171,
KOR,EDUADULT,UPPSRY_MEN,PC_25_64,A,2020,38.750603,
KOR,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2016,40.778442,
KOR,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2017,40.374645,
KOR,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2018,39.378452,
KOR,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2019,38.693756,
KOR,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2020,38.540112,
LUX,EDUADULT,TRY_MEN,PC_25_64,A,2016,42.995258,
LUX,EDUADULT,TRY_MEN,PC_25_64,A,2017,39.254742,
LUX,EDUADULT,TRY_MEN,PC_25_64,A,2018,43.216248,
LUX,EDUADULT,TRY_MEN,PC_25_64,A,2019,50.007431,
LUX,EDUADULT,TRY_MEN,PC_25_64,A,2020,50.189175,
LUX,EDUADULT,TRY_WOMEN,PC_25_64,A,2016,42.706947,
LUX,EDUADULT,TRY_WOMEN,PC_25_64,A,2017,41.437519,
LUX,EDUADULT,TRY_WOMEN,PC_25_64,A,2018,44.569466,
LUX,EDUADULT,TRY_WOMEN,PC_25_64,A,2019,53.374012,
LUX,EDUADULT,TRY_WOMEN,PC_25_64,A,2020,52.49231,
LUX,EDUADULT,UPPSRY_MEN,PC_25_64,A,2016,36.638424,
LUX,EDUADULT,UPPSRY_MEN,PC_25_64,A,2017,38.067387,
LUX,EDUADULT,UPPSRY_MEN,PC_25_64,A,2018,34.551289,
LUX,EDUADULT,UPPSRY_MEN,PC_25_64,A,2019,25.528835,
LUX,EDUADULT,UPPSRY_MEN,PC_25_64,A,2020,24.224262,
LUX,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2016,35.240349,
LUX,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2017,34.612057,
LUX,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2018,32.123833,
LUX,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2019,21.357676,
LUX,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2020,21.38092,
MEX,EDUADULT,TRY_MEN,PC_25_64,A,2016,17.931393,
MEX,EDUADULT,TRY_MEN,PC_25_64,A,2017,18.578926,
MEX,EDUADULT,TRY_MEN,PC_25_64,A,2018,18.878956,
MEX,EDUADULT,TRY_MEN,PC_25_64,A,2019,18.929453,
MEX,EDUADULT,TRY_MEN,PC_25_64,A,2020,19.960196,
MEX,EDUADULT,TRY_WOMEN,PC_25_64,A,2016,15.838044,
MEX,EDUADULT,TRY_WOMEN,PC_25_64,A,2017,16.402203,
MEX,EDUADULT,TRY_WOMEN,PC_25_64,A,2018,17.18869,
MEX,EDUADULT,TRY_WOMEN,PC_25_64,A,2019,17.667831,
MEX,EDUADULT,TRY_WOMEN,PC_25_64,A,2020,18.965326,
MEX,EDUADULT,UPPSRY_MEN,PC_25_64,A,2016,19.535267,
MEX,EDUADULT,UPPSRY_MEN,PC_25_64,A,2017,19.897543,
MEX,EDUADULT,UPPSRY_MEN,PC_25_64,A,2018,20.928068,
MEX,EDUADULT,UPPSRY_MEN,PC_25_64,A,2019,21.518822,
MEX,EDUADULT,UPPSRY_MEN,PC_25_64,A,2020,22.089827,
MEX,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2016,20.063717,
MEX,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2017,20.545109,
MEX,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2018,21.376276,
MEX,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2019,21.537306,
MEX,EDUADULT,UPPSRY_WOMEN,PC_25_64,A,2020,22.228416,
NLD,EDUADULT,TRY_MEN,PC_25_64,A,2016,36.032528,
NLD,EDUADULT,TRY_MEN,PC_25_64,A,2017,36.764774,
NLD,EDUADULT,TRY_MEN,PC_25_64,A,2018,37.782265,
NLD,EDUADULT,TRY_MEN,PC_25_64,A,2019,39.97419,
NLD,EDUADULT,TRY_MEN,PC_25_64,A,2020,41.968655,
NLD,EDUADULT,TRY_WOMEN,PC_25_64,A,2016,35.965878,
NLD,EDUADULT,TRY_WOMEN,PC_25_64,A,2017,37.570652,
NLD,EDUADULT,TRY_WOMEN,PC_25_64,A,2018,38.904495,
